X,Y
726,686
726,690
726,692
728,696
728,698
730,700
730,702
730,704
732,708
732,710
732,712
734,714
734,716
734,718
734,722
734,724
736,728
736,730
738,734
740,740
740,742
742,744
742,746
744,748
746,750
746,754
748,756
750,758
750,762
752,764
754,770
756,780
758,782
760,786
762,794
764,796
764,800
766,802
768,804
768,808
768,810
770,812
772,814
772,816
774,822
774,826
776,828
778,830
778,832
780,836
780,838
782,840
784,842
784,844
786,846
788,848
790,852
792,854
794,856
796,860
796,862
798,864
800,866
800,868
802,872
804,874
806,876
808,880
812,884
812,886
814,888
816,890
818,892
818,894
822,896
822,898
826,900
826,902
830,902
830,906
834,906
834,908
836,910
838,912
840,914
842,914
844,916
846,916
848,918
852,920
854,922
856,922
856,924
860,924
860,926
864,926
864,928
866,928
868,928
868,930
872,930
872,932
874,932
876,934
878,934
878,936
880,936
884,938
886,940
888,942
890,944
892,944
894,946
896,948
898,950
898,952
902,954
902,958
906,964
908,966
910,968
912,970
914,972
916,972
916,976
918,976
918,978
920,980
920,982
920,984
922,984
924,984
924,986
924,988
924,992
924,994
926,996
926,1000
926,1002
926,1004
926,1006
926,1008
926,1010
926,1012
926,1014
926,1016
926,1018
926,1020
926,1022
926,1024
926,1026
926,1030
926,1032
926,1036
926,1038
926,1044
926,1046
926,1048
924,1048
924,1052
924,1054
924,1056
924,1058
926,1058
930,1058
934,1058
936,1054
938,1052
942,1048
948,1042
950,1038
952,1034
954,1032
956,1028
958,1026
958,1024
958,1020
960,1018
964,1014
964,1010
964,1008
966,1006
966,1004
966,1002
968,1002
968,1000
968,998
968,996
970,996
970,994
972,992
972,990
972,988
974,988
974,986
976,984
978,984
980,984
982,984
984,984
986,984
988,984
990,984
992,984
994,984
996,984
998,984
1000,984
1002,984
1004,984
1008,984
1012,982
1014,982
1016,982
1020,980
1022,980
1024,980
1026,980
1030,980
1032,980
1034,980
1038,980
1042,980
1044,980
1048,980
1050,980
1052,980
1054,980
1056,980
1058,980
1060,980
1062,982
1066,982
1068,982
1072,982
1074,982
1076,984
1076,986
1078,988
1080,990
1080,992
1082,994
1084,996
1086,996
1088,998
1090,1000
1090,1002
1092,1004
1094,1006
1096,1008
1096,1010
1098,1010
1100,1012
1102,1012
1104,1012
1106,1012
1108,1012
1110,1012
1112,1012
1114,1012
1116,1012
1118,1010
1122,1006
1124,1004
1124,1002
1126,1002
1126,1000
1128,1000
1128,998
1130,998
1130,996
1132,994
1134,990
1136,990
1136,988
1136,986
1138,984
1140,982
1142,982
1144,980
1146,980
1146,978
1148,978
1150,978
1152,976
1154,976
1154,974
1158,974
1160,972
1162,972
1164,970
1168,970
1172,970
1174,970
1176,968
1180,968
1182,966
1184,966
1186,964
1188,964
1190,964
1192,962
1194,960
1198,958
1200,958
1202,958
1202,956
1204,956
1206,956
1208,956
1210,956
1212,956
1214,956
1216,956
1218,956
1220,956
1222,956
1224,958
1230,958
1232,960
1234,960
1236,960
1238,960
1240,960
1242,960
1246,960
1248,960
1250,960
1252,960
1254,960
1256,960
1260,960
1262,960
1264,958
1266,958
1266,956
1266,954
1266,952
1266,950
1266,948
1266,946
1266,944
1266,942
1266,940
1266,938
1266,936
1266,934
1264,930
1264,928
1264,926
1262,924
1262,922
1260,922
1260,920
1258,920
1258,918
1256,916
1256,914
1254,914
1254,912
1252,910
1252,908
1250,908
1250,906
1248,906
1248,904
1246,904
1246,900
1246,898
1244,898
1244,894
