X,Y
884,550
884,548
884,546
884,542
884,540
884,538
884,536
884,534
884,532
884,530
884,528
884,526
884,524
884,522
884,520
884,518
884,516
882,516
882,514
882,512
882,510
882,508
880,508
880,506
880,502
878,502
878,500
878,498
878,496
878,494
876,492
874,490
874,488
872,488
872,486
872,484
872,482
870,480
870,478
868,476
868,474
866,472
866,470
866,468
864,468
864,466
864,464
864,462
864,460
864,458
862,456
862,454
862,452
862,450
862,448
862,446
862,444
862,442
862,440
862,438
862,436
862,434
862,432
862,430
862,428
862,426
862,424
862,422
862,420
862,418
864,416
864,414
864,412
864,410
866,410
866,408
866,406
868,404
868,402
868,400
868,398
868,396
868,394
868,392
868,390
868,388
868,386
868,384
868,382
866,382
866,380
866,378
864,378
864,376
864,374
862,374
862,372
862,370
860,368
860,366
858,366
858,364
858,362
856,362
856,358
856,356
856,354
854,354
854,352
854,350
854,348
852,348
852,346
850,344
850,342
850,340
848,340
848,338
848,336
846,334
846,332
846,330
846,328
844,326
844,324
844,322
842,320
842,318
842,316
842,314
842,312
842,310
842,308
842,306
842,304
842,302
842,300
842,298
842,296
842,294
844,292
844,290
844,288
844,284
846,282
846,280
846,278
846,276
846,274
846,272
848,272
848,270
850,270
850,268
850,266
850,264
850,262
842,258
840,258
838,256
836,256
834,254
832,252
830,252
828,252
826,252
824,252
822,252
820,252
818,252
814,252
812,252
810,252
808,252
806,252
802,252
802,254
800,256
798,256
796,256
794,258
794,260
792,260
792,262
790,264
788,264
788,266
786,268
784,270
782,270
782,272
780,274
780,276
778,276
778,278
776,278
776,280
774,280
774,282
772,282
772,284
772,286
770,286
770,288
768,288
768,290
766,290
764,292
762,294
758,294
756,294
754,294
754,296
752,296
750,296
748,296
746,296
744,296
742,296
740,296
738,294
736,294
732,292
730,290
728,290
728,288
726,288
724,288
722,286
720,286
718,286
716,286
714,286
712,286
710,286
710,288
708,290
706,292
706,294
704,296
704,300
702,302
702,304
702,306
702,308
702,310
702,312
702,314
702,316
702,318
702,322
702,324
700,326
700,328
700,330
700,332
700,334
700,336
700,338
698,338
698,342
696,344
696,348
694,348
692,350
692,352
690,352
690,354
688,356
686,358
684,358
684,360
682,360
680,362
678,362
678,364
676,364
674,364
674,366
670,366
668,368
666,370
664,372
662,372
660,374
658,376
658,378
656,378
656,380
654,380
652,382
650,384
650,386
646,388
646,390
644,392
642,394
642,396
640,398
638,400
636,402
634,404
634,406
632,406
630,408
628,410
626,412
624,414
622,414
622,416
620,416
618,418
618,420
616,420
616,422
614,422
614,424
612,424
612,426
608,428
608,430
606,432
606,434
604,436
602,436
602,440
600,442
598,444
598,446
596,446
596,448
596,450
594,452
594,454
594,456
594,458
592,458
592,460
592,462
592,464
592,466
592,468
592,470
592,472
592,474
592,476
592,480
592,482
594,484
594,486
594,488
594,490
594,492
594,494
596,496
596,498
596,500
596,502
598,504
598,508
598,510
598,514
598,516
598,518
598,520
598,524
598,528
598,530
598,532
598,534
598,538
598,540
598,542
598,544
598,548
598,550
598,554
598,556
598,558
598,560
598,564
598,566
598,568
598,570
598,574
598,576
598,578
598,580
598,582
598,584
598,586
598,588
598,590
598,592
598,596
598,598
598,600
598,602
598,606
598,608
598,610
598,614
598,618
598,620
598,624
598,626
598,632
598,634
598,636
598,640
598,642
598,644
598,646
600,650
600,652
600,656
600,658
600,660
602,662
602,666
604,666
604,668
606,672
606,674
606,676
608,678
608,680
610,682
612,686
612,688
614,690
616,694
616,696
618,698
620,700
620,702
620,706
622,708
624,712
624,714
624,716
626,718
626,720
628,722
628,724
630,726
630,728
630,730
630,732
632,734
634,736
634,738
634,740
636,740
636,744
640,746
640,748
642,750
642,752
644,754
644,756
646,758
648,760
648,762
650,764
652,766
652,768
654,770
656,772
658,774
658,776
662,778
662,780
662,782
664,782
666,786
668,788
670,790
674,792
676,794
678,796
680,798
682,798
682,800
684,802
686,802
688,802
688,804
690,804
690,806
692,808
692,810
694,810
696,812
698,816
700,816
702,818
706,820
708,822
710,824
712,824
712,826
714,826
716,828
718,830
720,830
722,832
724,834
724,836
728,836
728,838
730,838
732,840
734,842
736,842
738,844
742,846
744,848
746,850
750,850
752,852
756,854
758,854
760,856
764,858
766,860
766,862
770,862
770,864
772,864
776,866
776,868
780,870
782,870
782,872
784,872
786,872
786,874
788,874
790,874
790,876
792,878
792,880
792,882
794,884
794,886
796,888
796,890
796,892
798,892
798,894
798,896
798,898
798,900
798,902
798,904
798,906
798,908
798,910
798,912
798,914
798,918
798,920
798,922
798,924
798,926
798,928
796,930
796,932
796,934
796,936
794,938
794,940
794,942
792,946
792,948
790,950
790,952
790,954
790,956
790,958
790,960
790,962
790,964
792,964
792,966
792,968
794,968
794,970
794,972
796,972
796,974
800,974
802,974
806,974
808,974
810,974
812,974
814,974
818,974
820,972
822,970
826,968
828,966
830,964
832,960
834,958
836,956
836,954
840,952
840,948
844,946
844,944
846,944
848,942
850,940
854,936
856,932
858,932
860,930
862,928
864,928
864,926
868,924
870,924
872,922
874,922
876,922
878,922
880,922
888,920
890,920
894,918
896,918
902,918
904,918
906,918
908,918
910,918
912,918
914,918
916,918
918,918
920,918
922,918
924,918
926,918
928,916
930,916
932,916
934,916
936,916
938,916
940,916
942,916
946,918
948,920
950,922
950,924
952,924
954,926
956,926
958,926
960,928
962,928
964,928
968,928
970,928
972,928
976,928
978,928
982,928
984,928
986,928
988,928
990,928
994,926
998,926
1000,926
1002,924
1004,924
1006,924
1008,922
1010,920
1012,920
1016,916
1018,914
1020,914
1024,912
1024,910
1026,910
1028,908
1030,908
1030,906
1032,904
1034,904
1036,902
1038,900
1040,898
1042,898
1042,896
1044,896
1044,894
1046,892
1048,890
1050,890
1052,886
1054,882
1056,880
1058,878
1060,876
1060,874
1062,874
1064,872
1066,870
1066,868
1068,866
1070,862
1072,862
1072,858
1074,858
1074,856
1076,856
1076,854
1078,854
1080,852
1080,850
1082,850
1082,848
1084,848
1084,846
1086,846
1088,844
1088,842
1090,842
1090,840
1094,840
1096,838
1098,838
1102,838
1102,836
1104,836
1106,836
1108,836
1110,836
1112,836
